ID;URI;German Name;German Synonyms;English Name;English Synonyms;Wikidata ID;GND ID (male);GND ID (female);GND ID (group);AAT ID;Parent Role;German Breadcrumb;English Breadcrumb;"Pre-selects ""ist Urheber:in"" automatically";"Pre-selects ""besitzt Leistungsschutzrechte"" automatically"
340;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-340;Pädagog:in;Pädagogin,Erziehungswissenschaftlerin,Pädagogen,Erziehungswissenschaftler;pedagogue;;Q1231865;4044300-0;4135404-7;;;;Pädagog:in;pedagogue;0;0
341;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-341;Politikwissenschaftler:in;Politologe,Politikwissenschaftlerin,Politikwissenschaftler,Politologin;political scientist;;Q1238570;4175053-6;4629643-8;;300025596;;Politikwissenschaftler:in;political scientist;0;0
342;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-342;Praktikant:in;Praktikantin,Praktikant;intern;;Q315625;4225052-3;4826648-6;;300025902;;Praktikant:in;intern;0;0
343;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-343;Produktionsassistent:in;;assistant producer;;Q19952916;;;;;190;Produktionsleiter:in > Produktionsassistent:in;supervising producer > assistant producer;0;0
344;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-344;Programmierer:in;Programmiererin,Programmierer,Software-Programmiererin,Computer-Programmiererin,Computer-Programmierer,Software-Programmierer;programmer;;Q5482740;4175854-7;4714952-8;;300025819;;Programmierer:in;programmer;0;0
345;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-345;Psycholog:in;Psychologe,Psychologin;psychologist;;Q212980;4176224-1;4047701-0;;300025597;;Psycholog:in;psychologist;0;0
346;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-346;Psychotherapeut:in;Psychotherapeutin,Psychotherapeut;psychotherapist;;Q1900167;4047743-5;4301430-6;;;;Psychotherapeut:in;psychotherapist;0;0
347;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-347;Musiktherapeut:in;Musiktherapeutin,Musiktherapeut;music therapist;;Q10334002;4040877-2;7626008-2;;;346;Psychotherapeut:in > Musiktherapeut:in;psychotherapist > music therapist;0;0
348;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-348;Publizist:in;Publizist,Meinungsjournalist,Meinungsjounalistin,Publizistin;opinion journalist;;Q6051619;4176310-5;4381669-1;;;;Publizist:in;opinion journalist;1;0
349;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-349;Raumplaner:in;Raumplanerin,Raumplaner;spatial planner;;Q51792960;4177079-1;7540453-9;;;;Raumplaner:in;spatial planner;0;0
350;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-350;Schriftsetzer:in;Setzerin,Setzer;typesetter;;Q4108101;4180006-0;4246313-0;;300025744;;Schriftsetzer:in;typesetter;0;0
351;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-351;Musikschriftsteller:in;Musikschriftstellerin,Musikschriftsteller;musicographer;;Q61996872;4398800-3;7628949-7;;;289;Autor:in > Schriftsteller:in > Musikschriftsteller:in;author > writer > musicographer;1;0
352;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-352;Soufflage;Einhelferin,Soufflage,Souffleuse,Souffleur,Soufflieren,Einhelfer;prompter;;Q1126281;4226250-1;4226251-3;;;;Soufflage;prompter;0;0
353;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-353;Soziolog:in;Soziologe,Soziologin,Sozialwissenschaftler,Sozialwissenschaftlerin;sociologist;;Q2306091;4055930-0;4393865-6;;300025600;;Soziolog:in;sociologist;0;0
354;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-354;Kultursoziolog:in;Kultursoziologin,Kultursoziologe;cultural sociologist;;Q61831758;4398833-7;128686352X;;;353;Soziolog:in > Kultursoziolog:in;sociologist > cultural sociologist;0;0
355;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-355;Sportler:in;Sportlerin,Sportler;athlete;;Q2066131;4056399-6;4137547-6;;300236025;;Sportler:in;athlete;0;0
356;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-356;Bergsteiger:in;Bergsteiger,Alpinist,Bergsteigerin,Alpinistin;mountaineer;;Q9149093;4005695-8;4368388-5;;300403985;355;Sportler:in > Bergsteiger:in;athlete > mountaineer;0;0
357;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-357;Kampfsportler:in;Kampfsportler,Kampfsportler:in;martial artist;;Q11124885;4395925-8;4395925-8;;;357;Sportler:in > Kampfsportler:in;athlete > martial artist;0;0
358;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-358;Sprecherzieher:in;Sprechtrainerin,Sprecherzieher,Sprechtrainer,Sprecherzieherin;speech trainer;;Q87709273;1113562412;1196978026;;;;Sprecherzieher:in;speech trainer;0;0
359;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-359;Steuerfachangestellte:r;Stuerfachgehilfe,Steuerfachangestellte,Steuerfachangestellter,Steuerfachgehilfin;tax consultant;;Q2346491;4183190-1;1059226529;;;;Steuerfachangestellte:r;tax consultant;0;0
360;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-360;Technische:r Direktor:in;Technische Direktorin,Technischer Direktor,Technical Director;technical director;;Q2399424;1235161595;;;;244;Techniker:in > Technische:r Direktor:in;technician > technical director;0;0
361;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-361;Tontechniker:in;Tontechnikerin,Tontechniker;audio technician;;Q2442329;7639004-4;7655984-1;;;244;Techniker:in > Tontechniker:in;technician > audio technician;0;0
362;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-362;Veranstaltungstechniker:in;Veranstaltungstechniker,Veranstaltungstechnikerin;event technician;;Q1391386;;;;;244;Techniker:in > Veranstaltungstechniker:in;technician > event technician;0;0
363;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-363;Theatermacher:in;Bühnenschaffender,Theaterschaffender,Theaterschaffende,Theatermacher,Bühnenschaffende,Theatermacherin;theatre maker;theater maker;Q47492700;;;;;;Theatermacher:in;theatre maker;0;1
364;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-364;Inspizient:in;Inspizientin,Inspizient;stage manager;;Q64825422;1057865168;1057865222;;;363;Theatermacher:in > Inspizient:in;theatre maker > stage manager;0;0
365;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-365;Theaterwissenschaftler:in;Theaterwissenschaftlerin,Theaterwissenschaftler;theatrologist;;Q10379007;4614675-1;4778053-8;;;;Theaterwissenschaftler:in;theatrologist;0;0
366;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-366;Theolog:in;Theologin,Theologe;theologian;;Q1234713;4059756-8;4138249-3;;300025784;;Theolog:in;theologian;0;0
367;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-367;Tischler:in;Tischler,Zimmerin,Zimmerer,Tischlerin;carpenter;;Q154549;4125471-5;4288284-9;;300025008;;Tischler:in;carpenter;0;0
368;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-368;Tonassistent:in;;boom operator;fishpole operator,perchwoman,tape operator,perchman;Q373709;;;;;;Tonassistent:in;boom operator;0;0
369;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-369;Travestie;;travesti;;Q16764901;4185968-6;4185968-6;;;;Travestie;travesti;0;0
370;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-370;Dragqueen;;drag queen;;Q337084;1036714667;1036714667;;;369;Travestie > Dragqueen;travesti > drag queen;0;0
371;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-371;Unterstützer:in;Unterstützer,Unterstützerin;participant;;Q105906860;;;;;;Unterstützer:in;participant;0;0
372;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-372;Visagist:in;Make-Up-Artist,Visagistin,Visagist;visagiste;;Q21653400;4735464-1;4735465-3;;;;Visagist:in;visagiste;0;0
373;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-373;Vorsitzende:r;Landesvorsitzende,Bundesvorsitzende,Obmann,Landesvorsitzender,Vorsitz,Vorsitzende,Direktor,erster Vorsitzender,Generaldirektorin,Chairman,Parteichef,Direktorin,erste Vorsitzende,Bundesvorsitzender,Präsident,Präsidentin,Vorsitzender,Generaldirektor,Parteichefin;chairperson;;Q140686;4188716-5;;;300386266;;Vorsitzende:r;chairperson;0;0
374;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-374;Werkstattleiter:in;Werkstattleiterin,Werkstattleiter;workshop manager;;Q83437238;;;;;;Werkstattleiter:in;workshop manager;0;0
375;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-375;Wirtschaftswissenschaftler:in;Wirtschaftsfachmann,Wirtschaftsfachfrau,Ökonomin,Wirtschaftswissenschaftler,Ökonomikerin,Ökonom,Ökonomiker,Wirtschaftswissenschaftlerin;economist;;Q188094;4066533-1;4270482-0;;300025591;;Wirtschaftswissenschaftler:in;economist;0;0
376;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-376;Yogalehrer:in;Yogalehrer,Yogalehrerin;yoga instructor;;Q2600526;4190423-0;7627790-2;;;;Yogalehrer:in;yoga instructor;0;0
377;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-377;Zoolog:in;Zoologin,Zoologe;zoologist;;Q350979;4398977-9;7537890-5;;300025792;;Zoolog:in;zoologist;0;0
378;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-378;Architekt:in;Architektin,Architekt,Hochbau-Ingenieurin,Hochbau-Ingenieur;architect;;Q42973;4002844-6;4131695-2;;300024987;;Architekt:in;architect;1;0
379;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-379;Technische Realisation;Technische Umsetzung,Technische Realisierung;technical realisation;;Q113057030;;;;;;Technische Realisation;technical realisation;0;0
380;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-380;Kooperation;;cooperation;;Q380962;;;;300379396;;Kooperation;cooperation;0;0
381;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-381;wissenschaftliche:r Mitarbeiter:in;wissenschaftliche Mitarbeiterin,wissenschaftlicher Mitarbeiter,akademische Mitarbeiterin,akademischer Mitarbeiter;research fellow;;Q1706722;4066591-4;7547571-6;;;;wissenschaftliche:r Mitarbeiter:in;research fellow;0;0
382;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-382;Projektleiter:in;Projektleiterin,Projektleiter,Projektmanagerin,Projektmanager;project manager;;Q816432;4175898-5;1123581576;;300417573;;Projektleiter:in;project manager;0;0
383;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-383;Mastering Studio;;mastering studio;;Q67604973;;;;;;Mastering Studio;mastering studio;0;0
384;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-384;Buchhändler:in;Buchhändler,Buchhändlerin;bookseller;book dealer,book seller;Q998550;4130948-0;4352330-4;;300025244;;Buchhändler:in;bookseller;0;0
385;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-385;Grafiker:in;Grafiker,Grafikerin,Graphiker,Graphikerin;graphic artist;graphical artist;Q1925963;4125173-8;4550852-5;;300264850;119;Künstler:in > Grafiker:in;artist > graphic artist;1;0
386;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-386;Model;Mannequin,Künstlermodell,Modell;model;fashion model,sitter,poser;Q4610556;;;;300025848;;Model;model;0;0
387;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-387;Modedesigner:in;Modeschöpfer,Modedesignerin,Modeschöpferin;fashion designer;couturier,clothing designer;Q3501317;4233568-1;4499835-1;;;44;Designer:in > Modedesigner:in;designer > fashion designer;(to be determined);(to be determined)
388;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-388;Tanzwissenschaftler:in;Tanzwissenschaftler,Tanzwissenschaftlerin;dance researcher;dance scholar,scholar of dance;Q107381512;1095548077;1095548158;;;;Tanzwissenschaftler:in;dance researcher;0;0
389;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-389;Zeichner:in;Zeichnerin,Zeichner,Autorin der Zeichnung,Autor der Zeichnung;draftsperson;drafter,illustrator,draftswoman,draftsman,draftsperson,draughtswoman,draughtsman,draughtsperson,master draughtsman,sketcher,sketch artist,author of the drawing,drawer (artist),drawer;Q15296811;4200345-3;4394819-4;;300112172;385;Künstler:in > Grafiker:in > Zeichner:in;artist > graphic artist > draftsperson;1;0
390;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-390;Comiczeichner:in;Comiczeichnerin,Comiczeichner,Comickünstlerin,Comickünster,Letterer;comics artist;comic book creator,comic illustrator,comic book artist,comic artist,comic strip artist,graphic novel artist,letterer;Q715301;;;;300438810;389;Künstler:in > Grafiker:in > Zeichner:in > Comiczeichner:in;artist > graphic artist > draftsperson > comics artist;1;0
391;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-391;Tätowierer:in;Tätowiererin,Tätowierer;tattoo artist;tattooer,tattooist;Q1861368;7730337-4;7730339-8;;300025184;;Tätowierer:in;tattoo artist;0;0
392;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-392;Location Manager:in;;location manager;location director;Q1093536;;;;;;Location Manager:in;location manager;0;0
393;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-393;Kognitionswissenschaftler:in;;cognitive scientist;cognitivist;Q14565186;7557940-6;7704905-6;;;;Kognitionswissenschaftler:in;cognitive scientist;0;0
394;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-394;Mathematiker:in;Dipl.-Math.;mathematician;;Q170790;4037945-0;4252788-0;;300025786;;Mathematiker:in;mathematician;0;0
395;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-395;Bildingenieur:in;Medieningenieur:in;;;;;;;;;Bildingenieur:in;;0;0
396;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-396;Bildmischer:in;;;video operator,video mixer;;;;;;;Bildmischer:in;;0;0
397;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-397;Hörfunkmoderator:in;Radiomoderator,Hörfunkmoderatorin,Radiomoderatorin,Rundfunkmoderator;radio personality;radio presenter,host,radio host,radio jockey,radio program boss,RJ;Q2722764;;;;;;Hörfunkmoderator:in;radio personality;0;0
398;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-398;VFX Producer:in;;VFX producer;;Q1364080;;;;;;VFX Producer:in;VFX producer;0;0
399;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-399;VFX-Künstler:in;Spezialeffekt-Künstler,Spezialeffektkünstler,Spezialeffekt-Künstlerin,Spezialeffektkünstlerin,VFX-Künstler;VFX artist;FX artist,visual effects artist,special effects technician;Q21560152;;;;;;Künstler:in > VFX-Künstler:in;artist > VFX-artist;(to be determined);(to be determined)
400;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-400;Öffentlichkeitsarbeit;;public relations;;Q133080;;;;;;Öffentlichkeitsarbeit;public relations;(to be determined);(to be determined)
401;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-401;Liedbegleitung;Liedbegleiter,Liedbegleiterin;song accompaniment;song accompanist;Q1824074;;;4138438-6;;;Liedbegleitung;song accompaniment;(to be determined);(to be determined)
402;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-402;Lehrbeauftragte:r;Lehrbeauftragter,Lehrbeauftragte;freelance instructor;associate lecturer;Q16538479;4130594-2;1045033634;;;;Lehrbeauftragte:r;freelance instructor;(to be determined);(to be determined)
403;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-403;Moderator:in;Moderator,Moderatorin;presenter;;Q13590141;4170313-3;4560593-2;;;;Moderator:in;presenter;(to be determined);(to be determined)
404;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-404;Kirchenmusiker:in;Kirchenmusiker,Kirchenmusikerin;church musician;;Q355493;4163926-1;7587363-1;;;;Kirchenmusiker:in;church musician;(to be determined);(to be determined)
