ID;URI;English Name;German Name;Parent Organisational Unit;German Breadcrumb;English Breadcrumb;German Description;English Description
168;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-168;Case – Projektraum der Fotografie;Case – Projektraum der Fotografie;156;Kunsthochschule für Medien Köln > Case – Projektraum der Fotografie;Academy of Media Arts Cologne > Case – Projektraum der Fotografie;"Das Case ist ein von Beate Gütschow und Max Dauven betriebener Projektraum an der Kunsthochschule für Medien in Köln. Hier finden Einzelausstellungen von Studierenden, Vorträge und Seminare statt. Die gegenwärtigen Entwicklungen in der Fotografie stehen im Mittelpunkt der Veranstaltungen: Photogrammetrie, Wassertransferdruck, computergesteuerte Laserschnitttechnik zur Bearbeitung des Bildträgers, CGI und Augmented Reality haben die Fotografie maßgeblich in den realen und virtuellen Raum entgrenzt. Algorithmen sind selbstverständlicher – oft unsichtbarer – Teil des alltäglichen Fotografierens. Rechner sortieren für uns die Flut der fotografischen Artefakte im Netz. Durch automatisierte Verschlagwortung entsteht ein kollektives Bildgedächtnis, das strukturell unübersichtlich ist. Diese (technischen) Neuerungen sind nur auf der Basis von elementaren Ausprägungen der Fotografie zu verstehen. Bei einer Aufnahme mit einer Plattenkamera ist das Indexikalische einer Aufnahme unmittelbar spürbar; die Photogrammetrie ist keineswegs ein digitales Phänomen, vielmehr beruht sie auf mathematischen Formeln des ausgehenden 19. JHD, mit deren Hilfe auf Ballonfahrten aufgenommen Fotografien zusammengerechnet wurden, um ganze Landstriche zu vermessen. Das Photogramm – die kameralose Aufzeichnung eines Gegenstandes auf Fotopapier – lässt den klassischen Bildträger in Vordergrund treten, als Antagonist zum Screen, der den gesamten gegenwärtigen fotografischen Alltag abbildet. Neben der stetig voranschreitenden Entwicklung des Mediums bietet auch das Konvergieren unterschiedlicher Medienkategorien wie Fotografie, Malerei, Video, Skulptur und Zeichnung die Grundlage, neue Denkansätze zu erforschen. So ist der Projektraum auch ein Ort des Experimentierens, die fotografischen Ansätze können auch über die Grenzen der Fotografie hinausgehen. Neben der medialen Selbstreflexion transportiert das Medium Fotografie Aspekte des Realen: So waren in der Vergangenheit künstlerische Arbeiten und Vorträge zu den Themen wie Kohleverstromung und Klimakrise; Kulturtransfers, Grenzziehung und Migration; genderspezifische Gewalt und Rechtsradikalismus zu sehen. (2024)";"Das Case ist ein von Beate Gütschow und Max Dauven betriebener Projektraum an der Kunsthochschule für Medien in Köln. Hier finden Einzelausstellungen von Studierenden, Vorträge und Seminare statt. Die gegenwärtigen Entwicklungen in der Fotografie stehen im Mittelpunkt der Veranstaltungen: Photogrammetrie, Wassertransferdruck, computergesteuerte Laserschnitttechnik zur Bearbeitung des Bildträgers, CGI und Augmented Reality haben die Fotografie maßgeblich in den realen und virtuellen Raum entgrenzt. Algorithmen sind selbstverständlicher – oft unsichtbarer – Teil des alltäglichen Fotografierens. Rechner sortieren für uns die Flut der fotografischen Artefakte im Netz. Durch automatisierte Verschlagwortung entsteht ein kollektives Bildgedächtnis, das strukturell unübersichtlich ist. Diese (technischen) Neuerungen sind nur auf der Basis von elementaren Ausprägungen der Fotografie zu verstehen. Bei einer Aufnahme mit einer Plattenkamera ist das Indexikalische einer Aufnahme unmittelbar spürbar; die Photogrammetrie ist keineswegs ein digitales Phänomen, vielmehr beruht sie auf mathematischen Formeln des ausgehenden 19. JHD, mit deren Hilfe auf Ballonfahrten aufgenommen Fotografien zusammengerechnet wurden, um ganze Landstriche zu vermessen. Das Photogramm – die kameralose Aufzeichnung eines Gegenstandes auf Fotopapier – lässt den klassischen Bildträger in Vordergrund treten, als Antagonist zum Screen, der den gesamten gegenwärtigen fotografischen Alltag abbildet. Neben der stetig voranschreitenden Entwicklung des Mediums bietet auch das Konvergieren unterschiedlicher Medienkategorien wie Fotografie, Malerei, Video, Skulptur und Zeichnung die Grundlage, neue Denkansätze zu erforschen. So ist der Projektraum auch ein Ort des Experimentierens, die fotografischen Ansätze können auch über die Grenzen der Fotografie hinausgehen. Neben der medialen Selbstreflexion transportiert das Medium Fotografie Aspekte des Realen: So waren in der Vergangenheit künstlerische Arbeiten und Vorträge zu den Themen wie Kohleverstromung und Klimakrise; Kulturtransfers, Grenzziehung und Migration; genderspezifische Gewalt und Rechtsradikalismus zu sehen. (2024)"
169;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-169;Robert Schumann Hochschule Düsseldorf;Robert Schumann Hochschule Düsseldorf;;Robert Schumann Hochschule Düsseldorf;Robert Schumann Hochschule Düsseldorf;;
170;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-170;Callhoff Archive;Callhoff-Archiv;169;Robert Schumann Hochschule Düsseldorf > Callhoff-Archiv;Robert Schumann Hochschule Düsseldorf > Callhoff Archive;;
171;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-171;"DFG-Project ""Classical musicians’ presentation and reception on YouTube: performance and life practices in the digital age""";DFG-Projekt  „Darstellung und Rezeption klassischer Musiker*innen bei YouTube: Aufführungs- und Lebenspraxen im digitalen Zeitalter“;169;Robert Schumann Hochschule Düsseldorf > DFG-Projekt  „Darstellung und Rezeption klassischer Musiker*innen bei YouTube: Aufführungs- und Lebenspraxen im digitalen Zeitalter“;"Robert Schumann Hochschule Düsseldorf > DFG-Project ""Classical musicians’ presentation and reception on YouTube: performance and life practices in the digital age""";;
172;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-172;Excellence Programme Composition;Exzellenzstudiengang Komposition;169;Robert Schumann Hochschule Düsseldorf > Exzellenzstudiengang Komposition;Robert Schumann Hochschule Düsseldorf > Excellence Programme Composition;;
173;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-173;Excellence Programme Music Performance;Exzellenzstudiengang Konzertexamen;169;Robert Schumann Hochschule Düsseldorf > Exzellenzstudiengang Konzertexamen;Robert Schumann Hochschule Düsseldorf > Excellence Programme Music Performance;;
174;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-174;"Reasearch Centre ""Düsseldorf's Civic Music Life""";Forschungsstelle „Düsseldorfs Bürgerliches Musikleben“;169;Robert Schumann Hochschule Düsseldorf > Forschungsstelle „Düsseldorfs Bürgerliches Musikleben“;"Robert Schumann Hochschule Düsseldorf > Reasearch Centre ""Düsseldorf's Civic Music Life""";;
175;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-175;Research Centre Sepulchral Music;Forschungsstelle Sepulkralmusik;169;Robert Schumann Hochschule Düsseldorf > Forschungsstelle Sepulkralmusik;Robert Schumann Hochschule Düsseldorf > Research Centre Sepulchral Music;;
176;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-176;Research Centre Studio for the Digitisation of Historical Sound Recording Media;Forschungsstelle Studio zur Digitalisierung historischer Tonträger;169;Robert Schumann Hochschule Düsseldorf > Forschungsstelle Studio zur Digitalisierung historischer Tonträger;Robert Schumann Hochschule Düsseldorf > Research Centre Studio for the Digitisation of Historical Sound Recording Media;;
177;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-177;Institute for Church Music;Institut für Kirchenmusik;169;Robert Schumann Hochschule Düsseldorf > Institut für Kirchenmusik;Robert Schumann Hochschule Düsseldorf > Institute for Church Music;;
178;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-178;Institute for Composition and Music Theory;Institut für Komposition und Musiktheorie;169;Robert Schumann Hochschule Düsseldorf > Institut für Komposition und Musiktheorie;Robert Schumann Hochschule Düsseldorf > Institute for Composition and Music Theory;;
179;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-179;Institute for Music and Media;Institut für Musik und Medien;169;Robert Schumann Hochschule Düsseldorf > Institut für Musik und Medien;Robert Schumann Hochschule Düsseldorf > Institute for Music and Media;;
180;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-180;Schumann Junior Institute;Institut Schumann Junior;169;Robert Schumann Hochschule Düsseldorf > Institut Schumann Junior;Robert Schumann Hochschule Düsseldorf > Schumann Junior Institute;;
181;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-181;Institute of Musicology;Musikwissenschaftliches Institut;169;Robert Schumann Hochschule Düsseldorf > Musikwissenschaftliches Institut;Robert Schumann Hochschule Düsseldorf > Institute of Musicology;;
182;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-182;Doctoral Programme Musicology (Dr. Phil.);Promotionsstudiengang Musikwissenschaft (Dr.phil.);169;Robert Schumann Hochschule Düsseldorf > Promotionsstudiengang Musikwissenschaft (Dr.phil.);Robert Schumann Hochschule Düsseldorf > Doctoral Programme Musicology (Dr. Phil.);;
183;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-183;Study Programme Klang und Realität (M.Mus.);Studiengang Klang und Realität (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Klang und Realität (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Klang und Realität (M.Mus.);;
184;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-184;Study Programme Artistic Music Production (M.Mus.);Studiengang Künstlerische Musikproduktion (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Künstlerische Musikproduktion (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Artistic Music Production (M.Mus.);;
185;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-185;Study Programme Music Performance | Voice major (B.Mus.);Studiengang Musik | Gesang (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Gesang (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Voice major (B.Mus.);;
186;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-186;Study Programme Music Performance | Voice  major (M.Mus.);Studiengang Musik | Gesang (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Gesang (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Voice  major (M.Mus.);;
187;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-187;Study Programme Music Performance | Guitar major (B.Mus.);Studiengang Musik | Gitarre (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Gitarre (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Guitar major (B.Mus.);;
188;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-188;Study Programme Music Performance | Guitar major (M.Mus.);Studiengang Musik | Gitarre (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Gitarre (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Guitar major (M.Mus.);;
189;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-189;Study Programme Music Performance | Piano major (B.Mus.);Studiengang Musik | Klavier (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Klavier (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Piano major (B.Mus.);;
190;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-190;Study Programme Music Performance | Piano major (M.Mus.);Studiengang Musik | Klavier (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Klavier (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Piano major (M.Mus.);;
191;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-191;Study Programme Music Performance | Composition (B.Mus.);Studiengang Musik | Komposition (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Komposition (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Composition (B.Mus.);;
192;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-192;Study Programme Music Performance | Composition (M.Mus.);Studiengang Musik | Komposition (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Komposition (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Composition (M.Mus.);;
193;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-193;Study Programme Orchestral Instruments (B.Mus.);Studiengang Musik | Orchesterinstrumente (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Orchesterinstrumente (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Orchestral Instruments (B.Mus.);;
194;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-194;Study Programme Orchestral Instruments (M.Mus.);Studiengang Musik | Orchesterinstrumente (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Orchesterinstrumente (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Orchestral Instruments (M.Mus.);;
195;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-195;Study Programme Music Performance | Organ major (B.Mus.);Studiengang Musik | Orgel (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Orgel (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Organ major (B.Mus.);;
196;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-196;Study Programme Music Performance | Organ major (M.Mus.);Studiengang Musik | Orgel (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik | Orgel (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Performance | Organ major (M.Mus.);;
197;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-197;Study Programme Music and Media (B.Mus.);Studiengang Musik und Medien (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musik und Medien (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music and Media (B.Mus.);;
198;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-198;Study Programme Music Promotion | Conducting (Choral Conducting) (B.Mus.);Studiengang Musikvermittlung | Chorleitung (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Chorleitung (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Conducting (Choral Conducting) (B.Mus.);;
199;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-199;Study Programme Music Promotion | Conducting (Choral Conducting) (M.Mus.);Studiengang Musikvermittlung | Chorleitung (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Chorleitung (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Conducting (Choral Conducting) (M.Mus.);;
200;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-200;Study Programme Music Promotion | Church Music (protestant) (B.Mus.);Studiengang Musikvermittlung | Kirchenmusik  (evangelisch) (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Kirchenmusik  (evangelisch) (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Church Music (protestant) (B.Mus.);;
201;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-201;Study Programme Music Promotion | Church Music (protestant) (M.Mus.);Studiengang Musikvermittlung | Kirchenmusik (evangelisch) (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Kirchenmusik (evangelisch) (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Church Music (protestant) (M.Mus.);;
202;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-202;Study Programme Music Promotion | Church Music (catholic) (B.Mus.);Studiengang Musikvermittlung | Kirchenmusik  (katholisch) (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Kirchenmusik  (katholisch) (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Church Music (catholic) (B.Mus.);;
203;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-203;Study Programme Music Promotion | Church Music (catholic) (M.Mus.);Studiengang Musikvermittlung | Kirchenmusik (katholisch) (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Kirchenmusik (katholisch) (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Church Music (catholic) (M.Mus.);;
204;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-204;Study Programme Music Promotion | Music Pedagogy (B.Mus.);Studiengang Musikvermittlung | Musikpädagogik (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Musikpädagogik (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Music Pedagogy (B.Mus.);;
205;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-205;Study Programme Music Promotion | Music Pedagogy (M.Mus.);Studiengang Musikvermittlung | Musikpädagogik (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Musikpädagogik (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Music Pedagogy (M.Mus.);;
206;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-206;Study Programme Music Promotion | Musiktherorie und Hörerziehung (B.Mus.);Studiengang Musikvermittlung | Musiktherorie und Hörerziehung (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Musiktherorie und Hörerziehung (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Musiktherorie und Hörerziehung (B.Mus.);;
207;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-207;Study Programme Music Promotion | Conducting (Orchestral Conducting) (B.Mus.);Studiengang Musikvermittlung | Orchesterleitung (B.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Orchesterleitung (B.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Conducting (Orchestral Conducting) (B.Mus.);;
208;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-208;Study Programme Music Promotion | Music Theory/Aural Skills Training (B.Mus.);Studiengang Musikvermittlung | Orchesterleitung (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikvermittlung | Orchesterleitung (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Music Promotion | Music Theory/Aural Skills Training (B.Mus.);;
209;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-209;Study Programme Musicology (B.A./Dual-subject Bachelor);Studiengang Musikwissenschaft (B.A./ Zwei-Fach-Bachelor);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikwissenschaft (B.A./ Zwei-Fach-Bachelor);Robert Schumann Hochschule Düsseldorf > Study Programme Musicology (B.A./Dual-subject Bachelor);;
210;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-210;Study Programme Musicology (M.A.);Studiengang Musikwissenschaft (M.A.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Musikwissenschaft (M.A.);Robert Schumann Hochschule Düsseldorf > Study Programme Musicology (M.A.);;
211;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-211;Study Programme Orchestral Playing (M.Mus.);Studiengang Orchesterspiel (M.Mus.);169;Robert Schumann Hochschule Düsseldorf > Studiengang Orchesterspiel (M.Mus.);Robert Schumann Hochschule Düsseldorf > Study Programme Orchestral Playing (M.Mus.);;
212;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-212;Study Programme Audio and Video (B.Eng.);Studiengang Ton und Bild (B.Eng);169;Robert Schumann Hochschule Düsseldorf > Studiengang Ton und Bild (B.Eng);Robert Schumann Hochschule Düsseldorf > Study Programme Audio and Video (B.Eng.);;
213;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-213;Cooperations;Kooperationen;;Kooperationen;Cooperations;;
214;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-214;Music Studies for the Armed Forces;Ausbildungsmusikkorps der Bundeswehr;213;Kooperationen > Ausbildungsmusikkorps der Bundeswehr;Cooperations > Music Studies for the Armed Forces;;
215;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-215;College for Music and Art Montepulciano;Kolleg für Musik und Kunst Montepulciano;213;Kooperationen > Kolleg für Musik und Kunst Montepulciano;Cooperations > College for Music and Art Montepulciano;Kooperation der sieben Kunst- und Musikhochschulen NRW.;Cooparation of the seven Art and Music Universities in NRW.
216;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-216;NRW Orchestra Centre;Orchesterzentrum|NRW;213;Kooperationen > Orchesterzentrum|NRW;Cooperations > NRW Orchestra Centre;;
217;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-217;Erich Thienhaus Institute;Erich-Thienhaus-Institut;44;Hochschule für Musik Detmold > Erich-Thienhaus-Institut;Hochschule für Musik Detmold > Erich Thienhaus Institute;Wiege der Tonmeisterausbildung, gegründet 1949 von Erich Thienhaus an der Nordwestdeutschen Musikakademie (heute Hochschule für Musik Detmold). [Quelle: www.eti.hfm-detmold.de, zul. aufgerufen: 03.04.2024];Cradle of the Tonmeister education, founded by Erich Thienhaus in 1949 at Nordwestdeutsche Musikakademie (today Hochschule für Musik Detmold).
218;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-218;Department 1 (Orchestral Instruments and Orchestral Conducting);Fachbereich 1 (Orchesterinstrumente und Orchesterleitung);44;Hochschule für Musik Detmold > Fachbereich 1 (Orchesterinstrumente und Orchesterleitung);Hochschule für Musik Detmold > Department 1 (Orchestral Instruments and Orchestral Conducting);;
219;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-219;Department 2 (Keyboard Instruments and Vocals);Fachbereich 2 (Tasteninstrumente und Gesang);44;Hochschule für Musik Detmold > Fachbereich 2 (Tasteninstrumente und Gesang);Hochschule für Musik Detmold > Department 2 (Keyboard Instruments and Vocals);;
220;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-220;Department 3 (Composition, Music Theory, School Music, Instrumental and Vocal Pedagogy, Elementary Music Pedagogy, Choral Conducting, Church Music, Music Broadcasting);Fachbereich 3 (Komposition, Musiktheorie, Schulmusik, Instrumental- und Gesangspädagogik, Elementare Musikpädagogik, Chorleitung, Kirchenmusik, Musikübertragung);44;Hochschule für Musik Detmold > Fachbereich 3 (Komposition, Musiktheorie, Schulmusik, Instrumental- und Gesangspädagogik, Elementare Musikpädagogik, Chorleitung, Kirchenmusik, Musikübertragung);Hochschule für Musik Detmold > Department 3 (Composition, Music Theory, School Music, Instrumental and Vocal Pedagogy, Elementary Music Pedagogy, Choral Conducting, Church Music, Music Broadcasting);;
221;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-221;Study Programme Master of Music | Oboe | Solist (M.Mus.);Studiengang Master of Music | Oboe | Solist (M.Mus.);44;Hochschule für Musik Detmold > Studiengang Master of Music | Oboe | Solist (M.Mus.);Hochschule für Musik Detmold > Study Programme Master of Music | Oboe | Solist (M.Mus.);;
222;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-222;Studiengang Master of Music | Music Education/Music Management;Studiengang Master of Music | Musikvermittlung/Musikmanagement;44;Hochschule für Musik Detmold > Studiengang Master of Music | Musikvermittlung/Musikmanagement;Hochschule für Musik Detmold > Studiengang Master of Music |Music Education/Music Management;;
223;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-223;Hochschule Düsseldorf - University of Applied Sciences;Hochschule Düsseldorf - University of Applied Sciences;213;Kooperationen > Hochschule Düsseldorf - University of Applied Sciences;Cooperations > Hochschule Düsseldorf - University of Applied Sciences;;
224;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-224;Kunstakademie Düsseldorf;Kunstakademie Düsseldorf;213;Kooperationen > Kunstakademie Düsseldorf;Cooperations > Kunstakademie Düsseldorf;;
225;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-225;Royal Academy of Art, The Hague (KABK);Royal Academy of Art, The Hague (KABK);213;Kooperationen > Royal Academy of Art, The Hague (KABK);Cooperations > Royal Academy of Art, The Hague (KABK);;
226;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-226;Folkwang Tanzstudio;Folkwang Tanzstudio;1;Folkwang Universität der Künste > Folkwang Tanzstudio;Folkwang University of the Arts > Folkwang Tanzstudio;;
227;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-227;ArtEZ Hogeschool voor de Kunsten | Dance Artist (B.A.);ArtEZ Hogeschool voor de Kunsten | Dance Artist (B.A.);213;Kooperationen > ArtEZ Hogeschool voor de Kunsten | Dance Artist (B.A.);Cooperations > ArtEZ Hogeschool voor de Kunsten | Dance Artist (B.A.);;
