ID;URI;English Name;English Synonyms;German Name;German Synonyms;Parent Project Category;German Breadcrumb;English Breadcrumb;Wikidata ID;GND ID;AAT ID;filmportal.de Category ID 
264;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-264;Latin American Dance;;Lateinamerikanischer Tanz;;260;Tanz > Lateinamerikanischer Tanz;Dance > Latin American Dance;Q1457972;4166849-2;;
265;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-265;Poplular Dance;;Modetanz;;260;Tanz > Modetanz;Dance > Poplular Dance;Q1650566;4338414-6;;
266;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-266;Partner Dance;;Paartanz;;260;Tanz > Paartanz;Dance > Partner Dance;Q280336;4485517-5;;
267;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-267;Line Dance;;Reihentanz;;260;Tanz > Reihentanz;Dance > Line Dance;Q912389;4408881-4;;
268;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-268;Solo Dance;;Solotanz;Einzeltanz;260;Tanz > Solotanz;Dance > Solo Dance;Q178406;4151459-2;;
269;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-269;Ballroom Dance;;Standardtanz;Gesellschaftstanz;260;Tanz > Standardtanz;Dance > Ballroom Dance;Q1085001;4235881-4;;
270;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-270;Street Dance;Breakdance;Streetdance;Hip-Hop-Tanz;260;Tanz > Streetdance;Dance > Street Dance;Q1061584;1234925664;;
271;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-271;Dance Theatre;;Tanztheater;;260;Tanz > Tanztheater;Dance > Dance Theatre;Q1425858;4184451-8;;
272;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-272;Event;;Veranstaltung;;;Veranstaltung;Event;Q1656682;4125453-3;300417518;
273;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-273;Interview;;Interview;;272;Veranstaltung > Interview;Event > Interview;Q178651;4027503-6;300026392;
274;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-274;Panel Discussion;;Podiumsdiskussion;Podiumsgespräch;272;Veranstaltung > Podiumsdiskussion;Event > Interview;Q2100278;4614247-2;;
275;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-275;Speech;Oration,Address;Rede;Oration,Ansprache;272;Veranstaltung > Rede;Event > Interview;Q861911;4048882-2;300417595;
276;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-276;Conference;Academic Conference,Scientific Conference,Convention;Symposium;Wissenschaftliche Konferenz,Konferenz,Kongress,Tagung;272;Veranstaltung > Symposium;Event > Interview;Q2020153;4032055-8;300054789;
277;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-277;Lecture;Talk;Vorlesung;Lehrveranstaltung;272;Veranstaltung > Vorlesung;Event > Interview;Q603773;4117405-7;300026673;
278;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-278;Presentation;;Vortrag;Referat,Präsentation;272;Veranstaltung > Vortrag;Event > Interview;Q604733;4064035-8;300026673;
279;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-279;Opera;;Oper;;199;Musik > Bühnenmusik > Oper;Music > Stage Music > Oper;Q1344;4043582-9;300054147;
280;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-280;Direction;Stage Direction;Regie;Theaterregie;32;Darstellende Kunst > Theater > Regie;Performing Arts > Theatre > Direction;Q2137554;4177403-6;;
281;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-281;Fixed Media;;Fixed Media;Lautsprechermusik;200;Musik > Elektroakustische Musik > Fixed Media;Music > Electroacoustic Music > Fixed Media;Q131286868;1348929952;;
282;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-282;Radio Programme;Radio Show,Radio Program;Radiosendung;Hörfunksendung,Rundfunksendung;272;Veranstaltung > Radiosendung;Event > Radio Program;Q1555508;4160384-9;300387763;
283;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-283;Portrait;Portrait Painting;Portrait;Portraitmalerei,Porträtmalerei;127;Kunst > Malerei > Portrait;Art > Painting > Portrait;Q1400853;4145426-1;300015637;
284;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-284;Landscape Painting;;Landschaftsmalerei;Landschaftsgemälde;127;Kunst > Malerei > Landschaftsmalerei;Art > Painting > Landscape Painting;Q191163;4114355-3;300015636;
285;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-285;Still Life;Still-Life Art;Stilleben;;127;Kunst > Malerei > Stilleben;Art > Painting > Still Life;Q170571;4057577-9;300015638;
286;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-286;Genre Painting;;Genremalerei;Genrebild,Genreszene;127;Kunst > Malerei > Genremalerei;Art > Painting > Genre Painting;Q214127;4020173-9;300139140;
287;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-287;History Painting;;Historienmalerei;Historiengemälde,Historienbild;127;Kunst > Malerei > Historienmalerei;Art > Painting > History Painting;Q742333;4025097-0;300033898;
288;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-288;Abstract Painting;;Abstrakte Malerei;abstraktes Gemälde,Absolute Malerei;127;Kunst > Malerei > Abstrakte Malerei;Art > Painting > Abstract Painting;Q333357;4141148-1;;
289;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-289;Architectural Painting;Architectural Picture;Architekturmalerei;;127;Kunst > Malerei > Architekturmalerei;Art > Painting > Architectural Painting;Q18353841;4142964-3;300440737;
290;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-290;Interior Painting;;Interieurmalerei;;127;Kunst > Malerei > Interieurmalerei;Art > Painting > Interior Painting;Q1666094;;;
291;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-291;Nude Painting;;Aktmalerei;;127;Kunst > Malerei > Aktmalerei;Art > Painting > Nude Painting;Q40446;4000978-6;;
